1438819200,0.009409
1438905600,0.008448
1438992000,0.01114
1439078400,0.024595
1439164800,0.019643
1439251200,0.015115
1439337600,0.019039
1439424000,0.018654
1439510400,0.017847
1439596800,0.014524
1439683200,0.01169
1439769600,0.011532
1439856000,0.011891
1439942400,0.009295
1440028800,0.007595
1440115200,0.007347
1440201600,0.007086
1440288000,0.008
1440374400,0.006914
1440460800,0.006341
1440547200,0.008005
1440633600,0.006868
1440720000,0.008988
1440806400,0.008766
1440892800,0.006981
1440979200,0.007238
1441065600,0.006849
1441152000,0.006557
1441238400,0.006743
1441324800,0.007298
1441411200,0.004906
1441497600,0.007323
1441584000,0.006517
1441670400,0.006233
1441756800,0.006716
1441843200,0.006093
1441929600,0.005761
1442016000,0.005741
1442102400,0.006744
1442188800,0.005975
1442275200,0.00461
1442361600,0.005538
1442448000,0.00617
1442534400,0.003695
1442620800,0.005247
1442707200,0.004921
1442793600,0.005526
1442880000,0.004674
1442966400,0.00476
1443052800,0.004736
1443139200,0.004491
1443225600,0.004264
1443312000,0.004097
1443398400,0.003515
1443484800,0.003491
1443571200,0.003159
1443657600,0.002485
1443744000,0.002479
1443830400,0.002896
1443916800,0.003109
1444003200,0.003704
1444089600,0.005479
1444176000,0.005288
1444262400,0.003703
1444348800,0.0039
1444435200,0.004359
1444521600,0.003698
1444608000,0.00377
1444694400,0.004679
1444780800,0.004916
1444867200,0.004698
1444953600,0.004788
1445040000,0.005595
1445126400,0.005523
1445212800,0.007321
1445299200,0.007064
1445385600,0.007118
1445472000,0.007275
1445558400,0.007722
1445644800,0.008486
1445731200,0.008571
1445817600,0.011827
1445904000,0.010085
1445990400,0.009703
1446076800,0.01174
1446163200,0.012014
1446249600,0.012254
1446336000,0.020993
1446422400,0.017263
1446508800,0.026695
1446595200,0.019504
1446681600,0.024205
1446768000,0.017174
1446854400,0.015072
1446940800,0.013972
1447027200,0.01491
1447113600,0.014796
1447200000,0.010647
1447286400,0.011516
1447372800,0.010577
1447459200,0.01354
1447545600,0.014144
1447632000,0.01265
1447718400,0.018147
1447804800,0.013571
1447891200,0.013404
1447977600,0.011376
1448064000,0.01045
1448150400,0.011624
1448236800,0.010789
1448323200,0.011547
1448409600,0.010822
1448496000,0.011045
1448582400,0.011825
1448668800,0.008821
1448755200,0.007877
1448841600,0.007984
1448928000,0.008532
1449014400,0.007924
1449100800,0.008667
1449187200,0.0061
1449273600,0.006105
1449360000,0.008197
1449446400,0.006305
1449532800,0.008149
1449619200,0.007515
1449705600,0.007688
1449792000,0.007099
1449878400,0.007693
1449964800,0.008085
1450051200,0.010871
1450137600,0.009968
1450224000,0.00927
1450310400,0.008841
1450396800,0.011373
1450483200,0.014727
1450569600,0.013885
1450656000,0.012016
1450742400,0.012134
1450828800,0.011405
1450915200,0.010919
1451001600,0.01283
1451088000,0.012702
1451174400,0.012758
1451260800,0.010782
1451347200,0.0143
1451433600,0.013889
1451520000,0.011725
1451606400,0.011512
1451692800,0.014424
1451779200,0.015002
1451865600,0.01387
1451952000,0.013799
1452038400,0.012555
1452124800,0.013391
1452211200,0.012869
1452297600,0.013325
1452384000,0.012237
1452470400,0.01119
1452556800,0.007307
1452643200,0.009211
1452729600,0.009058
1452816000,0.008643
1452902400,0.012855
1452988800,0.012798
1453075200,0.009693
1453161600,0.009737
1453248000,0.011603
1453334400,0.009834
1453420800,0.010876
1453507200,0.009563
1453593600,0.008816
1453680000,0.009385
1453766400,0.009369
1453852800,0.008673
1453939200,0.007882
1454025600,0.008038
1454112000,0.008386
1454198400,0.007593
1454284800,0.010249
1454371200,0.014123
1454457600,0.011192
1454544000,0.011173
1454630400,0.011039
1454716800,0.010605
1454803200,0.012744
1454889600,0.012418
1454976000,0.011674
1455062400,0.011913
1455148800,0.012307
1455235200,0.010778
1455321600,0.011386
1455408000,0.011528
1455494400,0.011125
1455580800,0.01181
1455667200,0.013276
1455753600,0.012021
1455840000,0.013772
1455926400,0.013026
1456012800,0.012434
1456099200,0.013618
1456185600,0.01706
1456272000,0.014604
1456358400,0.013884
1456444800,0.014062
1456531200,0.013216
1456617600,0.012931
1456704000,0.013399
1456790400,0.0139
1456876800,0.016444
1456963200,0.015939
1457049600,0.014043
1457136000,0.016478
1457222400,0.018098
1457308800,0.019159
1457395200,0.016268
1457481600,0.016212
1457568000,0.020699
1457654400,0.01613
1457740800,0.016226
1457827200,0.018971
1457913600,0.016435
1458000000,0.016099
1458086400,0.014115
1458172800,0.01656
1458259200,0.015317
1458345600,0.016187
1458432000,0.015218
1458518400,0.020937
1458604800,0.019029
1458691200,0.016491
1458777600,0.01777
1458864000,0.018794
1458950400,0.017671
1459036800,0.016827
1459123200,0.018794
1459209600,0.01919
1459296000,0.015391
1459382400,0.015409
1459468800,0.014599
1459555200,0.014183
1459641600,0.014594
1459728000,0.013887
1459814400,0.013994
1459900800,0.014752
1459987200,0.014123
1460073600,0.008553
1460160000,0.015329
1460246400,0.0132
1460332800,0.013109
1460419200,0.01357
1460505600,0.011404
1460592000,0.011063
1460678400,0.01109
1460764800,0.010311
1460851200,0.009923
1460937600,0.010214
1461024000,0.010421
1461110400,0.010285
1461196800,0.012901
1461283200,0.013241
1461369600,0.011426
1461456000,0.011405
1461542400,0.012244
1461628800,0.011971
1461715200,0.011373
1461801600,0.011771
1461888000,0.01121
1461974400,0.010189
1462060800,0.011608
1462147200,0.0113
1462233600,0.009937
1462320000,0.011248
1462406400,0.010092
1462492800,0.010078
1462579200,0.009417
1462665600,0.009494
1462752000,0.009466
1462838400,0.008704
1462924800,0.007883
1463011200,0.009351
1463097600,0.007967
1463184000,0.009017
1463270400,0.008343
1463356800,0.007974
1463443200,0.008261
1463529600,0.00731
1463616000,0.008432
1463702400,0.006998
1463788800,0.00703
1463875200,0.007513
1463961600,0.008426
1464048000,0.008349
1464134400,0.011565
1464220800,0.009688
1464307200,0.009814
1464393600,0.008778
1464480000,0.008982
1464566400,0.008516
1464652800,0.007226
1464739200,0.009634
1464825600,0.009306
1464912000,0.008514
1464998400,0.006967
1465084800,0.008536
1465171200,0.007525
1465257600,0.007475
1465344000,0.008522
1465430400,0.007862
1465516800,0.007755
1465603200,0.007166
1465689600,0.007202
1465776000,0.007583
1465862400,0.006723
1465948800,0.008718
1466035200,0.00788
1466121600,0.006941
1466208000,0.008489
1466294400,0.00777
1466380800,0.008434
1466467200,0.00909
1466553600,0.009634
1466640000,0.006006
1466726400,0.005305
1466812800,0.006731
1466899200,0.007129
1466985600,0.007075
1467072000,0.005796
1467158400,0.006005
1467244800,0.006976
1467331200,0.00831
1467417600,0.011071
1467504000,0.010811
1467590400,0.008832
1467676800,0.013147
1467763200,0.009766
1467849600,0.010159
1467936000,0.010261
1468022400,0.010407
1468108800,0.011487
1468195200,0.009699
1468281600,0.009168
1468368000,0.00913
1468454400,0.010706
1468540800,0.013772
1468627200,0.014504
1468713600,0.019915
1468800000,0.018249
1468886400,0.016291
1468972800,0.018842
1469059200,0.017496
1469145600,0.016665
1469232000,0.016628
1469318400,0.018807
1469404800,0.017715
1469491200,0.019975
1469577600,0.016879
1469664000,0.016303
1469750400,0.016364
1469836800,0.016398
1469923200,0.018133
1470009600,0.018059
1470096000,0.017252
1470182400,0.017077
1470268800,0.014143
1470355200,0.015718
1470441600,0.016145
1470528000,0.014956
1470614400,0.015298
1470700800,0.016975
1470787200,0.017957
1470873600,0.017494
1470960000,0.017729
1471046400,0.016502
1471132800,0.01918
1471219200,0.022269
1471305600,0.022814
1471392000,0.024493
1471478400,0.025265
1471564800,0.022328
1471651200,0.022973
1471737600,0.0203
1471824000,0.018062
1471910400,0.019512
1471996800,0.03024
1472083200,0.028232
